district,ward,village,latitude,langitude,year,hh_served,functional_stat,pump_type,outlet,soak_away_pit,protecte,date_of_last_visit,vpm_visits_yearly,bh_committe,seasonality,aquifer_yield,bh_depth,palatabilit,total_dissolved_solids
Chipinge,27,Zikhuyumo,-20.9146255,32.1544604,2015,20,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-18,5,Functional,Perennial,50.0,69,True,420
Chipinge,27,Mandhleyeni,-20.939209,32.1494354,1986,18,Non-Functional,Bush Pump Type B,1,False,Yes,2022-01-12,1,Functional,Perennial,4.0,39,True,527
Chipinge,12,Isis Committe Of 7,-20.3195039,32.530842,2005,16,Non-Functional,Mono Pump,1,False,No,2023-03-27,3,Non-existent,Perennial,47.0,115,False,951
Chipinge,12,Holland Committe Of 7,-20.3105686,32.5515837,1989,18,Non-Functional,Mono Pump,1,False,No,2023-03-07,3,Non-existent,Perennial,32.0,34,False,901
Nyanga,14,Magadu,-17.915702,32.9519388,1988,30,Partially Functional,Bush Pump Type B,1,False,Yes,2022-05-26,1,Non-Functional,Perennial,0.625572261,25,True,407
Nyanga,9,Garafa,-17.8114453,32.8868025,1999,28,Non-Functional,Bush Pump Type B,1,True,Yes,2022-07-24,2,Functional,Seasonal,0.04893069,34,True,26
Nyanga,3,Munzara,-17.5268841,32.9040281,2002,10,Partially Functional,Bush Pump Type C,1,False,Yes,2022-07-22,2,Functional,Perennial,0.641257461,21,True,226
Nyanga,14,Hamunakwadi,-17.9527926,32.8795653,2010,22,Non-Functional,Bush Pump Type B,1,True,Yes,2022-09-17,2,Functional,Perennial,0.152442322,41,True,556
Chipinge,7,Lot 3 Committee Of 7,-20.0764567,32.7100892,1960,15,Non-Functional,Mono Pump,1,False,Yes,2022-10-07,1,Non-existent,Perennial,12.0,98,False,770
Nyanga,15,Sereko Village,-18.0186919,32.8753003,1998,40,Non-Functional,Bush Pump Type B,1,False,Yes,2022-08-20,1,Non-functional,Perennial,0.369082668,25,True,553
Mutare,29,Kurauone,-19.5534253,32.4030155,1990,50,Fully Functional,Bush Pump Type B,1,True,Yes,2022-10-24,2,Functional,Perennial,50.0,111,True,396
Chimanimani,10,Munaka,-19.7112539,32.930847,1992,12,Non-Functional,Bucket Only,1,False,Yes,2022-03-23,1,Functional,Seasonal,0.626976777,36,True,375
Chipinge,25,MAUNGA,-20.7432557,32.3991723,1990,23,Fully Functional,Bush Pump Type B,1,False,Yes,2022-11-14,2,Functional,Perennial,0.96072412,52,True,24
Chipinge,22,Zinyuni,-20.620412,32.3360064,2016,26,Fully Functional,Bush Pump Type B,1,True,Yes,2023-05-29,4,Functional,Seasonal,0.389496622,61,True,469
Chipinge,22,Detera,-20.6213348,32.2252362,2013,36,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-12,5,Functional,Perennial,35.0,79,True,573
Chipinge,22,Masosote A,-20.6476937,32.3471645,1987,62,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-06,6,Functional,Perennial,0.830461328,98,True,433
Chipinge,22,Masosote B,-20.63054,32.3172442,2012,35,Non-Functional,Bush Pump Type B,1,True,Yes,2022-01-07,1,Functional,Perennial,0.135514914,35,True,166
Chipinge,22,Mukuyu A,-20.6900946,32.3394144,1966,60,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-11,5,Functional,Perennial,6.0,30,True,428
Chipinge,22,Rugare,-20.5851978,32.3731307,2008,36,Partially Functional,Bush Pump Type A,1,True,Yes,2023-05-06,3,Functional,Seasonal,0.625939255,69,True,289
Chipinge,22,Masosote,-20.6544036,32.3342212,1998,11,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-23,6,Functional,Perennial,17.0,36,False,849
Chipinge,22,Masosote B,-20.6474448,32.3260452,2013,36,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-02,3,Functional,Perennial,47.0,60,True,507
Chipinge,22,Tafuka,-20.6556804,32.272328,1998,10,Non-Functional,Bush Pump Type B,1,True,No,2022-12-28,2,Functional,Perennial,11.0,34,False,801
Chipinge,22,Batanai,-20.6108089,32.3580833,1986,32,Fully Functional,Bush Pump Type B,1,True,Yes,2022-07-18,2,Functional,Perennial,13.0,55,True,92
Makoni,8,40b,-18.1821872,32.2442737,1965,37,Fully Functional,Bush Pump Type B,1,False,Yes,2022-06-11,2,Non-existent,Seasonal,0.986546098,75,True,460
Chimanimani,4,Tambarare,-19.5454517,32.2034043,1990,18,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-02,6,Functional,Perennial,7.0,72,True,550
Buhera,29,Chimbare,-19.771435,32.1584914,1999,60,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-05,4,Functional,Perennial,23.0,49,True,383
Chimanimani,20,Chandimara,-19.8758011,32.472386,1990,19,Partially Functional,Bush Pump Type B,1,True,Yes,2022-08-10,1,Functional,Perennial,49.0,96,True,32
Makoni,36,Matengenyika,-17.9563448,32.4760199,1999,54,Fully Functional,Bush Pump Type A,1,True,Yes,2022-09-01,2,Functional,Perennial,0.29107666,31,True,52
Mutare,18,Matanda,-19.2518392,32.337848,1992,45,Fully Functional,Bush Pump Type B,1,False,Yes,2022-09-02,1,Functional,Perennial,50.0,69,False,900
Nyanga,5,Chinagana,-17.6287117,32.9118049,1962,38,Fully Functional,Bush Pump Type B,1,False,Yes,2022-09-19,2,Functional,Seasonal,0.066598534,93,True,256
Makoni,18,Village C,-18.6281489,32.2670329,1986,29,Non-Functional,Bush Pump Type B,1,False,Yes,2023-05-25,3,Functional,Perennial,42.0,25,True,118
Chimanimani,17,Chibvuma,-19.7600898,32.6721681,1995,20,Fully Functional,Bush Pump Type A,1,False,Yes,2022-04-12,1,Functional,Perennial,30.0,105,True,484
Nyanga,19,Dzapasi,-18.0783915,32.7350726,2015,18,Fully Functional,Bush Pump Type B,1,True,Yes,2023-02-27,3,Functional,Perennial,26.0,113,True,596
Chipinge,25,MAUNGA,-20.7231646,32.3676109,2012,16,Fully Functional,Bush Pump Type B,1,False,Yes,2022-05-25,1,Functional,Perennial,0.541415716,89,False,711
Chipinge,7,Wedgehill  Committee of 7,-20.1125894,32.7113744,2015,18,Non-Functional,Mono Pump,1,False,Yes,2022-11-08,1,Non-functional,Perennial,0.008017751,105,True,379
Mutare,19,BWIZI,-19.3544109,32.4517492,2010,30,Fully Functional,Bush Pump Type B,1,False,Yes,2022-03-27,2,Functional,Perennial,39.0,93,True,225
Mutasa,24,Mberi,-18.2121225,32.5420256,2013,28,Partially Functional,Bush Pump Type A,1,True,Yes,2023-02-20,3,Functional,Perennial,5.0,99,True,434
Nyanga,10,Nyabanga,-17.7815006,32.9327525,1980,10,Partially Functional,Bush Pump Type B,1,False,Yes,2022-01-03,1,Functional,Perennial,46.0,62,True,516
Nyanga,6,Karimanzira,-17.624234,32.8837502,1993,22,Non-Functional,Bush Pump Type B,1,True,Yes,2022-09-13,1,Functional,Seasonal,0.766433632,87,True,381
Chipinge,1,Ngaoni,-19.9807773,32.4159002,1987,15,Fully Functional,Bush Pump Type B,1,True,No,2023-02-01,3,Functional,Perennial,0.226221741,42,True,100
Buhera,12,Ngwazani,-19.1859423,31.9320128,1990,40,Fully Functional,Bush Pump Type B,1,False,Yes,2022-07-03,1,Non-Functional,Perennial,10.0,65,True,223
Makoni,27,Zunidza,-18.816918,32.083268,2021,50,Fully Functional,Bush Pump Type C,1,True,Yes,2023-02-22,3,Functional,Perennial,0.913719025,69,False,813
Makoni,23,Kutsanzira,-18.7132194,32.3962592,1990,12,Fully Functional,Bush Pump Type A,1,True,Yes,2022-06-14,1,Functional,Perennial,11.0,35,True,179
Mutare,24,Mukwikwi,-19.4454766,32.2884704,1988,23,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-26,2,Functional,Perennial,49.0,75,True,24
Mutasa,20,Musewe,-18.7080204,32.6313748,1988,26,Fully Functional,Bush Pump Type B,1,False,Yes,2022-04-13,2,Functional,Seasonal,46.0,46,False,601
Buhera,29,Neshumba,-19.7671189,32.1765425,1987,50,Partially Functional,Bush Pump Type B,1,False,No,2022-07-23,2,Functional,Perennial,0.772658027,98,True,538
Mutare,7,Voorostic,-19.228662,32.7511024,1964,15,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-17,1,Functional,Perennial,0.335850236,71,True,431
Chipinge,22,Solomon,-20.6202665,32.3222876,2001,25,Fully Functional,Bush Pump Type B,1,True,Yes,2022-01-25,1,Functional,Perennial,22.0,69,True,256
Buhera,4,Gijima,-19.28501,31.309119,1996,35,Fully Functional,Bush Pump Type B,1,True,Yes,2022-12-27,1,Functional,Perennial,20.0,61,True,443
Chipinge,29,Chitundira,-21.053324,32.33218,2013,25,Partially Functional,Bush Pump Type B,1,False,Yes,2022-11-04,1,Functional,Seasonal,0.267056725,92,True,179
Mutasa,20,Nyakurimwa,-18.2420357,32.1355217,1946,19,Fully Functional,Bush Pump Type B,1,False,Yes,2022-08-11,1,Functional,Seasonal,13.0,50,False,995
Makoni,9,Village 11,-18.0654874,32.4525192,1985,48,Fully Functional,Bush Pump Type A,1,False,Yes,2023-03-28,3,Non-Functional,Perennial,14.0,31,True,484
Buhera,2,Muganyi,-19.2338338,31.2850919,1991,60,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-05,3,Non-Functional,Perennial,44.0,44,True,560
Buhera,5,Chipere,-19.2485369,31.4946751,1995,12,Fully Functional,Bush Pump Type B,1,False,Yes,2022-12-05,1,Non-existent,Perennial,36.0,52,False,853
Makoni,23,Murumbi,-18.6753002,32.3989724,1985,28,Non-Functional,Bush Pump Type A,1,True,Yes,2022-09-10,1,Non-existent,Perennial,31.0,31,True,225
Makoni,29,Nyamunjira,-18.9130504,32.0742923,1986,6,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-14,3,Non-existent,Perennial,0.332555733,99,True,475
Makoni,10,37A Nemaire,-18.3114453,32.4117845,1984,0,Non-Functional,Bush Pump Type A,1,False,No,2022-05-31,1,Non-existent,Perennial,49.0,23,False,972
Mutasa,10,Manyonho,-18.5930461,32.745925,1998,25,Partially Functional,Bush Pump Type B,1,True,Yes,2022-11-04,1,Functional,Perennial,29.0,32,False,949
Mutare,10,Nyachityu,-19.229672,32.3018896,1991,37,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-13,3,Functional,Perennial,34.0,20,True,594
Buhera,30,Nemaomo,-19.7489252,32.3314522,1994,60,Partially Functional,Bush Pump Type B,1,False,Yes,2022-04-13,2,Functional,Perennial,22.0,68,True,266
Makoni,14,Kundishora,-18.5403666,31.8644494,1989,10,Non-Functional,Bush Pump Type A,1,False,Yes,2022-01-17,2,Non-existent,Perennial,38.0,61,False,931
Buhera,30,Masvo,-19.8411203,32.316619,1992,32,Fully Functional,Bush Pump Type B,1,False,Yes,2022-12-17,1,Functional,Perennial,21.0,97,False,869
Buhera,14,Tazviwana,-19.3383438,31.6478124,2004,37,Fully Functional,Bush Pump Type B,1,True,Yes,2022-04-16,1,Functional,Perennial,38.0,36,True,564
Chipinge,25,ZIKHUYUMO,-20.818438,32.4181748,1989,18,Fully Functional,Bush Pump Type B,1,False,Yes,2022-02-14,1,Functional,Perennial,8.0,26,True,510
Mutasa,8,Nyarumwe,-18.5625814,32.7894832,2015,60,Fully Functional,Bush Pump Type B,1,True,Yes,2022-03-16,2,Functional,Perennial,5.0,64,True,375
Mutare,9,Kubikwa,-19.1948041,32.2212857,1986,19,Fully Functional,Bush Pump Type A,1,True,Yes,2022-04-09,1,Functional,Perennial,6.0,92,False,864
Mutasa,6,Mangwara,-18.5173929,32.8320741,2005,54,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-05,3,Functional,Seasonal,0.009674132,46,True,600
Chipinge,22,Rugare,-20.5826715,32.3710438,1989,45,Fully Functional,Bush Pump Type B,1,True,Yes,2023-05-24,3,Functional,Seasonal,0.637931859,47,True,126
Chimanimani,9,Zimunda,-19.7727794,32.6557321,1988,38,Fully Functional,Bush Pump Type B,1,False,No,2022-02-06,1,Functional,Seasonal,30.0,98,False,791
Chipinge,24,Madhuku 2,-20.6994988,32.3522159,1999,29,Fully Functional,Bush Pump Type B,1,True,Yes,2023-04-10,3,Functional,Perennial,37.0,57,True,280
Mutasa,12,Sambaza,-18.4897523,32.5412667,2002,20,Partially Functional,Bush Pump Type B,1,False,Yes,2022-05-25,1,Functional,Perennial,19.0,38,False,925
Chipinge,29,Farai,-21.0857334,32.2760505,2010,18,Partially Functional,Bush Pump Type B,1,False,Yes,2022-10-02,1,Functional,Perennial,0.871325786,115,True,351
Mutasa,4,Sharambuya,-18.4640767,32.952568,1960,16,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-12,1,Functional,Perennial,30.0,49,True,67
Mutasa,10,Chipunha,-18.6124553,32.7904454,1998,18,Fully Functional,Bush Pump Type B,1,True,Yes,2022-07-28,1,Functional,Perennial,47.0,88,False,652
Makoni,36,Matengenyika,-17.9753284,32.4916477,1990,30,Non-Functional,Bush Pump Type A,1,False,Yes,2022-02-25,1,Non-functional,Perennial,44.0,42,True,593
Buhera,23,Jombo,-19.4925786,32.0936491,1992,28,Fully Functional,Bush Pump Type B,1,False,Yes,2022-12-19,1,Non-Functional,Perennial,6.0,85,False,631
Nyanga,27,Magwiza,-18.3783549,32.49562,1990,10,Partially Functional,Bush Pump Type A,1,True,Yes,2022-08-17,1,Functional,Perennial,27.0,102,True,222
Mutare,34,J2,-19.1168622,32.37668547,2016,22,Fully Functional,Bush Pump Type B,1,False,Yes,2022-05-24,1,Functional,Perennial,23.0,109,True,415
Mutare,28,Matiza,-19.4542417,32.4160445,2013,15,Fully Functional,Bush Pump Type B,1,False,Yes,2022-06-30,1,Functional,Perennial,20.0,57,True,34
Buhera,24,Muzokomba,-19.5665127,31.9666654,1987,40,Fully Functional,Bush Pump Type B,1,False,Yes,2022-03-08,1,Non-Functional,Perennial,0.370404052,80,True,580
Makoni,35,12,-17.9960091,32.211865,2012,50,Fully Functional,Bush Pump Type B,2,True,Yes,2022-10-18,1,Functional,Perennial,24.0,29,False,853
Makoni,35,6,-17.9115347,32.1531167,1966,12,Non-Functional,National Pump,1,False,No,2022-07-03,1,Non-existent,Seasonal,21.0,76,False,933
Makoni,6,Namie B,-18.1030201,32.0145335,2008,23,Non-Functional,National Pump,1,False,No,2023-03-09,3,Non-existent,Seasonal,0.293218069,44,False,880
Mutare,5,Magodhlo,-19.080928,32.5171439,1998,26,Non-Functional,Bush Pump Type B,1,True,Yes,2023-04-15,3,Functional,Perennial,20.0,111,True,548
Chipinge,28,Sozayapi,-20.8939102,32.4401129,2013,13,Partially Functional,Bush Pump Type B,1,False,Yes,2022-04-24,1,Functional,Perennial,49.0,40,True,444
Nyanga,27,Matubwira Village 55,-18.3874472,32.5974599,1998,34,Fully Functional,Bush Pump Type B,1,False,Yes,2022-05-03,1,Functional,Perennial,0.136569169,76,True,125
Makoni,5,Chingozi,-17.9918941,32.1882104,1986,10,Fully Functional,Bush Pump Type A,1,False,Yes,2022-06-02,2,Non-Functional,Perennial,11.0,51,True,243
Chipinge,24,Madhuku 1,-20.7184411,32.3581473,1965,10,Non-Functional,Bush Pump Type B,1,False,Yes,2022-07-25,2,Non-functional,Perennial,20.0,79,True,343
Chipinge,23,Chimoio,-20.7104709,32.3923869,1990,32,Partially Functional,Bush Pump Type B,1,False,Yes,2022-11-06,1,Functional,Perennial,0.264715684,60,False,691
Mutare,8,Mvurachena A,-19.2965833,32.1088003,1999,37,Fully Functional,Bush Pump Type B,1,True,Yes,2023-03-15,3,Functional,Seasonal,0.16173811,50,False,632
Chipinge,23,Kushinga,-20.687755,32.4421666,1990,18,Non-Functional,Bush Pump Type B,1,False,No,2023-02-13,3,Non-functional,Seasonal,0.073410354,49,True,317
Makoni,5,Tendai,-18.0442433,32.1553319,1999,60,Partially Functional,Bush Pump Type B,1,False,Yes,2022-07-03,2,Functional,Perennial,44.0,57,True,328
Mutare,10,Muzanechita,-19.2296058,32.3018562,1988,19,Fully Functional,Bush Pump Type B,1,False,Yes,2022-07-25,2,Functional,Perennial,27.0,30,False,610
Mutasa,12,Dowera,-18.4712503,32.5676226,1988,54,Fully Functional,Bush Pump Type B,1,False,Yes,2022-06-27,1,Functional,Perennial,0.595575838,88,False,923
Makoni,35,43,-17.9505847,32.268396,1983,45,Partially Functional,Bush Pump Type A,1,False,No,2023-02-02,3,Functional,Perennial,0.372338912,68,False,876
Mutasa,15,Munzeiwa,-18.5706239,32.5902052,1996,38,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-31,2,Non-Functional,Perennial,44.0,100,True,301
Nyanga,4,Nyamudeza,-17.6012888,32.802656,1976,29,Fully Functional,Bush Pump Type B,1,False,Yes,2022-05-08,2,Non-Functional,Perennial,41.0,36,True,254
Nyanga,4,Nyamudeza,-17.6120007,32.8225968,1986,20,Fully Functional,Bush Pump Type B,1,False,Yes,2022-03-19,1,Non-Functional,Perennial,46.0,112,True,281
Buhera,28,Dondoro,-19.706323,32.0127443,1992,18,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-15,3,Functional,Perennial,31.0,99,True,66
Mutare,1,Village 3,-18.214134,32.4253244,2004,16,Fully Functional,Bush Pump Type B,1,True,Yes,2022-04-03,2,Functional,Perennial,20.0,90,True,109
Chipinge,23,Kungai,-20.6699589,32.4510208,1989,18,Non-Functional,Bush Pump Type B,1,False,Yes,2022-08-13,1,Functional,Perennial,11.0,96,True,355
Mutare,10,Mangezi,-19.2600009,32.3071871,2015,30,Fully Functional,Submersible Pump,5,False,Yes,2022-05-23,1,Functional,Perennial,45.0,21,True,229
Buhera,16,Mugorogodi,-19.4480532,31.6279067,1986,28,Fully Functional,Bush Pump Type B,1,False,Yes,2022-04-01,2,Functional,Perennial,17.0,26,True,286
Makoni,31,9A,-19.0394557,32.0544315,2005,10,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-17,3,Functional,Perennial,45.0,59,True,43
Buhera,9,Gutu,-19.0524202,31.7855183,1989,22,Partially Functional,Bush Pump Type B,1,False,Yes,2022-11-15,1,Non-Functional,Perennial,7.0,82,False,722
Makoni,22,Nyatsungo,-18.6167851,32.3824559,1988,15,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-28,3,Functional,Perennial,44.0,27,False,871
Mutare,8,Musara,-19.2508384,32.0785638,1999,40,Fully Functional,Bush Pump Type B,1,True,Yes,2022-06-18,1,Functional,Perennial,17.0,29,True,224
Makoni,27,Mutanda,-18.8574656,32.0782589,2002,50,Fully Functional,Bush Pump Type C,1,False,Yes,2023-02-02,3,Functional,Perennial,0.701343135,88,False,918
Chipinge,15,Masocha,-20.5163458,32.5362073,2010,12,Non-Functional,Bush Pump Type C,1,True,No,2022-07-18,1,Non-functional,Seasonal,0.351594293,95,True,477
Mutare,6,Chidziya,-19.1115556,32.6562134,1960,23,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-29,3,Non-Functional,Perennial,24.0,56,True,394
Nyanga,27,Madzangwe Village,-18.3747494,32.4935076,1998,26,Partially Functional,Bush Pump Type A,1,True,Yes,2022-02-22,1,Non-Functional,Perennial,31.0,20,True,516
Buhera,30,Negombore,-19.8634281,32.316994,1990,48,Fully Functional,Bush Pump Type B,1,False,Yes,2022-09-29,1,Functional,Perennial,7.0,103,False,767
Nyanga,18,Tayengwa,-18.0748804,32.6157245,1992,23,Fully Functional,Bush Pump Type B,1,True,Yes,2022-04-13,1,Functional,Perennial,11.0,96,True,231
Mutasa,14,Haparari,-18.6106327,32.465534,1990,17,Partially Functional,Bush Pump Type B,1,False,Yes,2022-05-07,1,Non-Functional,Perennial,15.0,68,False,601
Mutasa,7,Mudowaya,-18.5439641,32.801644,2016,25,Non-Functional,Bush Pump Type B,1,False,Yes,2023-03-28,3,Non-functional,Perennial,0.450356966,99,True,108
Makoni,7,8A,-18.127528,32.2061804,2013,10,Fully Functional,Bush Pump Type A,1,False,No,2022-08-20,2,Non-existent,Perennial,0.594364264,94,True,366
Mutare,26,Mushonga,-19.3435915,32.5208946,1987,22,Fully Functional,Bush Pump Type B,1,True,Yes,2022-12-11,1,Functional,Perennial,7.0,34,True,572
Makoni,21,Ringanai,-18.5378051,32.4320224,2012,30,Partially Functional,Bush Pump Type B,1,True,No,2023-05-15,3,Functional,Perennial,18.0,113,True,523
Buhera,11,Bonde,-19.2192095,31.8343509,1966,23,Fully Functional,Bush Pump Type B,1,False,No,2022-12-06,2,Functional,Seasonal,0.745847106,50,True,261
Buhera,23,Nzuwa,-19.4420829,32.0579975,2008,8,Fully Functional,Bush Pump Type B,1,False,No,2022-03-29,2,Non-Functional,Seasonal,11.0,57,True,48
Makoni,26,Murahwa,-18.7759499,32.0846171,1998,25,Fully Functional,Bush Pump Type A,1,False,Yes,2023-01-17,3,Functional,Perennial,12.0,93,True,102
Buhera,4,Mbire,-19.3434944,31.4092389,2013,22,Fully Functional,Bush Pump Type B,2,False,Yes,2022-03-27,2,Functional,Perennial,31.0,43,True,598
Mutare,6,Gombakomba,-19.08313,32.6538311,1998,10,Fully Functional,Bush Pump Type A,1,False,Yes,2022-08-11,1,Functional,Perennial,34.0,83,False,840
Mutare,22,Gwizo Hanzi Village13,-19.498303,32.6143568,1986,17,Fully Functional,Bush Pump Type B,1,False,Yes,2022-04-24,2,Non-existent,Perennial,19.0,76,True,443
Makoni,31,14A,-19.525159,32.0563316,1965,30,Fully Functional,Bush Pump Type B,1,False,Yes,2022-09-27,1,Functional,Perennial,35.0,104,True,104
Mutare,30,Tonhorai,-19.6581258,32.3617611,1990,38,Non-Functional,Bush Pump Type B,1,False,Yes,2023-04-17,3,Non-existent,Perennial,44.0,34,True,165
Chimanimani,3,Zvekuitirwa,-19.5839613,32.496224,1999,36,Fully Functional,Bush Pump Type B,1,True,Yes,2023-03-16,3,Functional,Perennial,23.0,97,True,268
Nyanga,19,Nhamburiko,-18.0934361,32.7237001,1990,18,Partially Functional,Bush Pump Type B,1,True,Yes,2022-04-05,1,Functional,Perennial,48.0,92,True,180
Buhera,30,Kichini,-19.8537329,32.2906123,1999,42,Partially Functional,Bush Pump Type B,1,False,Yes,2023-03-28,3,Functional,Perennial,35.0,74,False,748
Chipinge,22,Chiso A,-20.5777508,32.3270724,2013,10,Fully Functional,National Pump,1,False,No,2022-10-01,2,Functional,Perennial,38.0,77,True,482
Chipinge,24,Mahachi,-20.727245,32.2339009,1980,10,Non-Functional,Bush Pump Type B,1,False,Yes,2022-08-15,1,Non-functional,Seasonal,0.170923114,96,False,682
Makoni,9,Village 14,-18.069355,32.5261355,1993,32,Non-Functional,Bush Pump Type A,1,False,No,2023-05-27,3,Non-functional,Perennial,38.0,24,True,295
Makoni,29,Dumba,-18.9446216,32.0510953,1987,37,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-09,3,Functional,Perennial,0.947796125,24,True,125
Mutare,29,Kurauone,-19.5668183,32.3909953,1990,18,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-15,3,Functional,Perennial,31.0,75,True,137
Makoni,5,Chakwenya,-17.9588512,32.1225257,2021,60,Partially Functional,Bush Pump Type B,1,False,Yes,2022-01-18,1,Functional,Seasonal,0.294013116,26,True,104
Mutare,9,Musharu,-19.225251,32.1909613,1990,19,Fully Functional,Bush Pump Type B,1,True,Yes,2022-03-26,1,Functional,Perennial,48.0,23,False,702
Chimanimani,20,Nechikwira,-19.3351417,32.4132328,1992,54,Fully Functional,Bush Pump Type B,1,False,Yes,2022-11-14,1,Functional,Perennial,44.0,39,True,481
